crim_or_tax,word,count
crim,routine,45
crim,typical,60
crim,middle,55
crim,basement,35
crim,older,50
crim,home,525
crim,shared,250
crim,roommate,65
crim,drinks,25
crim,conversation,495
crim,watching,25
crim,smile,20
crim,invited,125
crim,downstairs,50
crim,denies,50
crim,couch,20
crim,consensual,100
crim,accounts,40
crim,diverged,10
crim,radically,5
crim,bedroom,135
crim,removed,210
crim,sleep,50
crim,woke,25
crim,annoyed,10
crim,taxi,105
crim,grabbed,35
crim,dragged,20
crim,demeanour,300
crim,snapped,50
crim,scared,45
crim,pushed,80
crim,shoulder,35
crim,believed,620
crim,broken,85
crim,dressed,20
crim,cell,215
crim,arrived,100
crim,responding,45
crim,forensics,5
crim,swelling,5
crim,cheek,5
crim,elbow,20
crim,pentelechuk,10
crim,bench,85
crim,140600008q1,20
crim,submitting,40
crim,describe,125
crim,willing,105
crim,occasionally,60
crim,overnight,15
crim,artificiality,20
crim,benign,30
crim,unfolded,50
crim,clarification,55
crim,envisioned,20
crim,contextual,250
crim,reiterated,105
crim,expectation,1400
crim,extremely,95
crim,confines,15
crim,breakup,30
crim,awhile,5
crim,opened,85
crim,frame,75
crim,slept,20
crim,dozens,15
crim,believable,40
crim,reliable,455
crim,thank,10
crim,in-chief,5
crim,indicating,105
crim,expected,435
crim,extensive,155
crim,highlighting,30
crim,subjective,1030
crim,mid-trial,55
crim,clarifying,30
crim,infer,340
crim,contradictions,15
crim,jj.a.,20
crim,276.5,10
crim,insufficient,275
crim,connect,10
crim,admissions,155
crim,misled,10
crim,cure,40
crim,misapprehensions,15
crim,candid,5
crim,revelation,15
crim,beneath,15
crim,implicit,285
crim,impartial,190
crim,tribunal,160
crim,begins,40
crim,pejorative,5
crim,judgmental,5
crim,generalizations,10
crim,problematic,165
crim,punishes,20
crim,lifestyle,50
crim,propensity,600
crim,exclusionary,80
crim,routinely,130
crim,malign,5
crim,subjecting,40
crim,humiliating,5
crim,prolonged,45
crim,exploiting,15
crim,assumptions,90
crim,dress,10
crim,revenge,45
crim,therapy,45
crim,resistance,15
crim,delayed,60
crim,commonplace,35
crim,tanovich,30
crim,whack,10
crim,infusing,5
crim,lawyering,5
crim,2013-2014,5
crim,498-99,5
crim,tactics,90
crim,focus,700
crim,counter,45
crim,gendered,10
crim,underreported,10
crim,648-50,5
crim,impairing,10
crim,fabricate,40
crim,modus,20
crim,operandi,20
crim,threatening,235
crim,accuse,10
crim,extortion,110
crim,613-16,10
crim,scrutiny,210
crim,preamble,35
crim,c-49,25
crim,34th,20
crim,reaffirming,5
crim,reinforce,30
crim,mischief,70
crim,beausoleil-allard,5
crim,agression,5
crim,sexuelle,25
crim,canadien,15
crim,41-42,15
crim,hard-fought,10
crim,battles,5
crim,ohrh,5
crim,passes,30
crim,profound,50
crim,mental,975
crim,deepens,5
crim,prejudices,90
crim,lives,115
crim,constellation,15
crim,psychological,150
crim,symptoms,15
crim,rates,30
crim,depression,5
crim,anxiety,15
crim,panic,65
crim,eating,5
crim,disorders,10
crim,dependence,10
crim,self-harm,10
crim,suicidal,20
crim,billion,10
crim,astonishing,5
crim,productivity,5
crim,disability,45
crim,biased,20
crim,reactions,45
crim,relics,5
crim,bygone,5
crim,victorian,20
crim,inferred,185
crim,gonthier,20
crim,qualifies,25
crim,turning,170
crim,bars,20
crim,barring,45
crim,rejection,35
crim,intimately,25
crim,married,50
crim,legitimize,10
crim,non-consensual,55
crim,implied,415
crim,90-94,5
crim,positive,240
crim,affirmation,70
crim,mores,15
crim,unchaste,20
crim,discredits,5
crim,attitudes,35
crim,carries,120
crim,deserving,25
crim,deserve,25
crim,persists,20
crim,courtrooms,30
crim,seq.,10
crim,struggle,50
crim,oñati,5
crim,socio-legal,5
crim,1377,5
crim,1387,5
crim,1391,10
crim,scrutinized,30
crim,handled,25
crim,assurances,75
crim,highlights,40
crim,misapprehends,5
crim,fuels,5
crim,biases,100
crim,propose,130
crim,masquerading,25
crim,ambush,15
crim,situate,15
crim,s.c.j.,35
crim,aimless,5
crim,sweeping,25
crim,calls,210
crim,circumscribe,15
crim,invade,25
crim,specifying,15
crim,highlighted,40
crim,heightened,145
crim,pervades,5
crim,vidence,5
crim,115-16,10
crim,disguised,5
crim,faulty,15
crim,impressions,25
crim,dispelling,5
crim,dispel,20
crim,unlikelihood,10
crim,sort,210
crim,intimate,75
crim,evaluating,165
crim,contradictory,85
crim,pattern,80
crim,distinctive,10
crim,standard,1225
crim,purview,10
crim,rarity,15
crim,owed,90
crim,smiled,10
crim,casts,30
crim,reaction,95
crim,pale,10
crim,ramifications,15
crim,infecting,20
crim,weed,15
crim,infected,45
crim,privy,20
crim,encounter,140
crim,guide,115
crim,mitigate,60
crim,jurors,1225
crim,conceptions,5
crim,management,95
crim,falls,360
crim,vigilance,10
crim,gatekeepers,10
crim,alleges,40
crim,occasional,30
crim,avoiding,60
crim,acquitting,60
crim,overturned,70
crim,dissented,40
crim,zero-sum,5
crim,game,160
crim,pitting,10
crim,mischaracterization,5
crim,legitimacy,15
crim,inhibit,5
crim,promote,80
crim,step-by-step,5
crim,276.4,35
crim,multistep,5
crim,vetted,25
crim,winnowed,5
crim,essentials,10
crim,withstand,30
crim,colleague,1250
crim,summarized,95
crim,replicate,20
crim,commencing,60
crim,separates,20
crim,concludes,80
crim,121-125,5
crim,foreshadowed,10
crim,harmony,25
crim,root,40
crim,stereotypical,35
crim,153.1,20
crim,succinctly,45
crim,three-part,5
crim,idem,40
crim,tasked,75
crim,presence,560
crim,deficient,115
crim,focused,200
crim,kept,195
crim,survives,15
crim,moves,15
crim,shifts,30
crim,speed,20
crim,bump,10
crim,recognizes,145
crim,practices,150
crim,stray,25
crim,alternatively,65
crim,respectively,35
crim,description,200
crim,bases,55
crim,emerge,30
crim,fresh,505
crim,swiftly,5
crim,reinforced,95
crim,crystal,40
crim,reviewable,140
crim,correctness,85
crim,arrangement,25
crim,friendship,55
crim,categories,255
crim,inclined,60
crim,revealing,25
crim,filter,40
crim,forming,50
crim,tender,55
crim,table,55
crim,possess,45
crim,couple,50
crim,panel,400
crim,discharged,105
crim,spent,245
crim,problem,345
crim,legitimately,20
crim,supposed,90
crim,assuming,105
crim,piece,225
crim,paints,10
crim,brushstroke,5
crim,vaguely,10
crim,drafted,115
crim,explicit,305
crim,slipping,10
crim,guise,15
crim,contextualize,5
crim,banish,5
crim,identification,175
crim,infiltrate,5
crim,trojan,5
crim,horse,125
crim,cites,40
crim,bypassing,15
crim,flaw,20
crim,discussing,65
crim,foreclosing,5
crim,talking,65
crim,joking,5
crim,everything,155
crim,upstairs,15
crim,cute,5
crim,plausibility,35
crim,centrality,10
crim,bypass,10
crim,rigours,65
crim,ushered,15
crim,versus,25
crim,presupposes,10
crim,adversely,15
crim,awareness,85
crim,aided,100
crim,underscored,15
crim,evaluate,210
crim,tools,160
crim,unfortunately,50
crim,cautioned,120
crim,ented,5
crim,dark,25
crim,compounding,5
crim,strayed,30
crim,insufficiency,10
crim,swung,5
crim,overbreadth,210
crim,irrelevance,15
crim,cautionary,35
crim,tale,5
crim,inviting,20
crim,missteps,5
crim,conducted,430
crim,vetting,305
crim,salutary,90
crim,illustrating,15
crim,powerful,190
crim,rails,10
crim,anchored,10
crim,anchor,5
crim,drift,10
crim,unsafe,30
crim,waters,15
crim,stemmed,20
crim,quarters,10
crim,join,115
crim,angry,60
crim,watched,15
crim,drank,20
crim,beer,25
crim,walked,40
crim,undressed,5
crim,flashes,20
crim,sleeps,5
crim,awoke,30
crim,hitting,15
crim,sometime,20
crim,expecting,15
crim,pick,110
crim,twice,80
crim,describing,95
crim,clea,5
crim,infect,10
crim,infection,50
crim,feet,50
crim,juries,350
crim,treat,185
crim,boyfriend-girlfriend,15
crim,imagined,20
crim,prefer,65
crim,particularities,30
crim,strictly,115
crim,distorted,25
crim,representation,40
crim,surrounding,300
crim,disagrees,20
crim,fault,1035
crim,selfsame,10
crim,weaponize,5
crim,sexualized,20
crim,misleading,90
crim,injection,5
crim,insinuates,5
crim,reconnected,15
crim,visit,70
crim,offend,55
crim,queried,10
crim,misconceive,5
crim,misinterpreting,5
crim,blue,25
crim,thorough,90
crim,lovers,15
crim,adult,75
crim,sleepovers,15
crim,misused,25
crim,directing,85
crim,formal,90
crim,77-78,5
crim,repeated,185
crim,occasions,250
crim,examination-in-chief,25
crim,notified,50
crim,pertinent,95
crim,planks,5
crim,items,135
crim,wanting,45
crim,computer,620
crim,item,35
crim,glasses,10
crim,undamaged,5
crim,phoning,10
crim,worried,25
crim,flaccid,5
crim,lastly,40
crim,hell,20
crim,yelling,15
crim,loud,15
crim,elaborated,15
crim,54-year-old,5
crim,woman,410
crim,uncontradicted,55
crim,talk,60
crim,1-55,5
crim,afoul,30
crim,derive,25
crim,understandable,40
crim,denoting,10
crim,allure,5
crim,irresistible,15
crim,erroneously,55
crim,realistic,460
crim,drives,10
crim,excludes,100
crim,premised,85
crim,analyses,160
crim,inadmissibility,45
crim,82-83,25
crim,derives,30
crim,categorical,70
crim,conceivably,15
crim,filtered,15
crim,objectionable,30
crim,regularly,55
crim,popular,15
crim,imagination,10
crim,intimacy,5
crim,carnal,80
crim,leaves,90
crim,unprincipled,5
crim,rests,135
crim,desire,110
crim,non-sexual,15
crim,sweeps,15
crim,creation,130
crim,legally,230
crim,distinctions,30
crim,monogamous,10
crim,stable,10
crim,casual,30
crim,207-8,5
crim,i.e.,85
crim,quasi-marital,5
crim,sacrificed,10
crim,majoritarian,5
crim,morality,15
crim,sealy-harrington,5
crim,tied,100
crim,hands,175
crim,doctrinal,5
crim,c.c.l.r,5
crim,kinds,45
crim,thicket,10
crim,resurrects,5
crim,creating,175
crim,pre-determined,20
crim,downplays,5
crim,indirectly,105
crim,warn,40
crim,label,30
crim,r.f.c.a.,5
crim,gestures,30
crim,gained,45
crim,assisted,100
crim,mouthing,5
crim,unprompted,15
crim,bickering,5
crim,improvement,25
crim,prurient,10
crim,wander,5
crim,ensured,5
crim,preserved,40
crim,tumultuous,15
crim,upset,30
crim,leaned,10
crim,insisted,55
crim,characterization,95
crim,remembered,55
crim,differing,15
crim,assesses,35
crim,74-75,5
crim,assumes,45
crim,cautions,65
crim,remarkably,15
crim,lays,5
crim,commended,10
crim,demonstrative,5
crim,resolves,30
crim,interventions,20
crim,relieves,15
crim,demonstrating,60
crim,location,260
crim,reminder,25
crim,demonstration,10
crim,teach,20
crim,lightly,80
crim,undesirably,5
crim,remitting,15
crim,coherent,35
crim,deftly,5
crim,exceeded,115
crim,morons,5
crim,devoid,25
crim,intelligence,75
crim,conscientious,5
crim,anxious,10
crim,duties,255
crim,forgetful,5
crim,cory,85
crim,deleted,115
crim,695-96,5
crim,c.j.,120
crim,daniel,115
crim,police-reported,5
crim,metoo,5
crim,coined,5
crim,cristin,5
crim,schmitz,5
crim,weekly,15
crim,k.-l.,5
crim,miller,70
crim,ringing,25
crim,protean,10
crim,unpredictable,10
crim,persisting,5
crim,278.94,5
crim,deal,275
crim,doubtful,30
crim,lyric,5
crim,alanis,5
crim,morissette,20
crim,benefits.,5
crim,adheres,5
crim,immaterial,20
crim,clarified,85
crim,37769,10
crim,bradley,40
crim,manitoba,190
crim,concertation,20
crim,luttes,20
crim,exploitation,455
crim,awcep,20
crim,asian,45
crim,aboriginal,145
crim,exploited,35
crim,voices,30
crim,educating,20
crim,assembly,35
crim,métis,25
crim,nation,45
crim,femmes,20
crim,michif,20
crim,otipemisiwak,20
crim,missing,135
crim,murdered,105
crim,indigenous,260
crim,girls,155
crim,institute,35
crim,advancement,30
crim,fund,100
crim,asper,155
crim,worker,85
crim,manslaughter,725
crim,acquitted,355
crim,mistakes,185
crim,dead,175
crim,bathroom,135
crim,hotel,195
crim,room,310
crim,blood,845
crim,wound,65
crim,vaginal,75
crim,wall,55
crim,commercial,215
crim,incapacitated,25
crim,sharp,115
crim,seriously,325
crim,kill,310
crim,penetrated,15
crim,fingers,45
crim,thrusted,5
crim,bleed,15
crim,unexpectedly,35
crim,bringing,70
crim,halt,10
crim,bathtub,45
crim,non-culpable,10
crim,accident,465
crim,prostitute,75
crim,working,185
crim,273.1,475
crim,squarely,105
crim,perception,220
crim,mens,535
crim,hence,135
crim,refine,10
crim,lexicon,15
crim,refinement,10
crim,straying,20
crim,mistake,295
crim,negate,155
crim,excuse,150
crim,avail,35
crim,assumption,90
crim,protests,10
crim,resists,10
crim,undefined,30
crim,consenting,115
crim,ascertain,200
crim,273.2,105
crim,distinguished,115
crim,honesty,55
crim,proves,75
crim,disprove,80
crim,enforcing,35
crim,compliance,115
crim,plain,210
crim,conveyed,225
crim,recounted,30
crim,featured,10
crim,prominently,25
crim,inoculate,10
crim,signs,65
crim,incumbent,15
crim,inextricably,55
crim,filtering,10
crim,charging,75
crim,unbalanced,10
crim,misdirection,85
crim,foreseeability,70
crim,transitory,15
crim,objectively,235
crim,foreseeable,105
crim,reversed,110
crim,expert,685
crim,endured,10
crim,injustices,10
crim,detrimental,55
crim,widespread,35
crim,racism,20
crim,stereotypes,105
crim,girl,65
crim,advised,135
crim,countering,10
crim,deliberative,10
crim,prejudicing,10
crim,implement,30
crim,carried,490
crim,unconsciously,15
crim,subjectively,160
crim,exacerbated,40
crim,inseparable,10
crim,evidently,60
crim,tainted,145
crim,influence,125
crim,unconscious,65
crim,complies,20
crim,unrestricted,25
crim,advise,80
crim,native,55
crim,descriptions,235
crim,trade,85
crim,unchallenged,20
crim,occupation,35
crim,race,115
crim,alerted,30
crim,crafted,45
crim,confront,40
crim,operative,45
crim,racial,45
crim,confusing,95
crim,roadmap,10
crim,creighton,60
crim,evans,30
crim,varga,15
crim,wexler,10
crim,1939,15
crim,1946,10
crim,penno,60
crim,egger,10
crim,cullen,10
crim,1949,30
crim,george,250
crim,jacquard,125
crim,thériault,35
crim,daley,140
crim,patel,25
crim,mian,385
crim,morgentaler,10
crim,mack,115
crim,boone,10
crim,w.h.,45
crim,3087,10
crim,bjelland,40
crim,esau,20
crim,cinous,255
crim,gunning,10
crim,park,415
crim,pappajohn,30
crim,forster,10
crim,macdonald,95
crim,s.r.c,10
crim,cornejo,20
crim,gagnon,90
crim,despins,10
crim,dippel,10
crim,flaviano,35
crim,d.l.r,50
crim,mcmaster,95
crim,desousa,65
crim,bouchard,30
crim,sutton,10
crim,walle,10
crim,noël,30
crim,zhao,30
crim,quashie,10
crim,nelson,25
crim,rodgerson,585
crim,mathisen,25
crim,parris,15
crim,primeau,20
crim,1394,15
crim,williams,95
crim,1128,45
crim,gladue,675
crim,ipeelee,75
crim,ewert,15
crim,withler,10
crim,spence,55
crim,suter,40
crim,anderson,75
crim,michelle,65
crim,reform,155
crim,shields,20
crim,kobe,10
crim,bryant,55
crim,holes,40
crim,armour,10
crim,19:2,10
crim,benedet,50
crim,janine,25
crim,marital,20
crim,polygamy,10
crim,prostitution,35
crim,trading,10
crim,agency,45
crim,const,10
crim,unfinished,10
crim,77:29,10
crim,sacred,25
crim,elmer,30
crim,jiwani,10
crim,yasmin,10
crim,mary,20
crim,lynn,10
crim,marginality,10
crim,discourse,15
crim,communic,5
crim,manning,260
crim,mewett,140
crim,sankoff,245
crim,morris,70
crim,sheehy,40
crim,elizabeth,20
crim,stance,20
crim,perpetration,25
crim,activism,10
crim,vandervort,20
crim,lucinda,10
crim,solutions,15
crim,fraser,65
crim,watson,35
crim,1167,15
crim,dino,10
crim,bottos,20
crim,jacqueline,15
crim,petrie,5
crim,austin,30
crim,rideout,20
crim,jeffrey,65
crim,johnston,25
crim,andrej,5
crim,skoko,5
crim,isabelle,5
crim,doray,5
crim,mann,5
crim,renée,10
crim,lagimodière,10
crim,gwendoline,5
crim,allison,10
crim,mcgregor,5
crim,wuttke,5
crim,tess,5
crim,layton,30
crim,jean,25
crim,teillet,10
crim,christa,5
crim,canoe,5
crim,fanny,5
crim,wylde,5
crim,song,45
crim,nathanson,5
crim,shaun,15
crim,brien,95
crim,beverly,10
crim,jacobs,20
crim,cheryl,25
crim,milne,25
crim,jonathan,100
crim,rudin,10
crim,emily,15
crim,nathan,10
crim,whitling,10
crim,contents,375
crim,after-the-fact,1210
crim,graesser,10
crim,c.j.a.,10
crim,vitiation,25
crim,tragically,10
crim,grips,5
crim,deep-rooted,5
crim,devastating,40
crim,eliminating,30
crim,efforts,195
crim,failings,10
crim,attests,15
crim,needs,205
crim,cindy,55
crim,town,15
crim,bled,15
crim,cone,10
crim,thrusting,50
crim,deeper,10
crim,forcefully,15
crim,discovering,5
crim,lifeless,10
crim,tore,5
crim,imposes,85
crim,outlining,35
crim,nationally,5
crim,persistent,15
crim,analytical,115
crim,exacerbate,10
crim,inequality,10
crim,recommend,25
crim,non-existent,10
crim,sound,75
crim,ripple,15
crim,acutely,30
crim,non-compliance,25
crim,translated,10
crim,hinged,50
crim,straightforward,115
crim,requisite,265
crim,readily,180
crim,sustained,100
crim,works,60
crim,mover,5
crim,rented,20
crim,nights,65
crim,long-haul,5
crim,36-year-old,5
crim,cree,5
crim,ancestry,5
crim,60.00,5
crim,inserted,10
crim,knuckle,5
crim,exchanged,20
crim,numbers,25
crim,friendly,5
crim,stroking,5
crim,price,140
crim,nude,75
crim,corner,40
crim,ready,25
crim,seated,15
crim,harder,25
crim,maybe,30
crim,farther,25
crim,centimetres,10
crim,knuckles,5
crim,ommunication,5
crim,moaning,5
crim,groaning,5
crim,expressing,35
crim,pleasure,10
crim,moans,10
crim,groans,25
crim,stopped,35
crim,noticed,65
crim,cleaned,30
crim,wash,10
crim,pool,40
crim,panicked,35
crim,stepped,10
crim,towel,25
crim,threw,55
crim,bloody,20
crim,garbage,50
crim,recovered,105
crim,checked,25
crim,joined,35
crim,bleeding,5
crim,showed,160
crim,shower,15
crim,clerk,30
crim,card,15
crim,forgotten,20
crim,papers,25
crim,dialed,5
crim,operator,25
crim,knocked,30
crim,shaking,5
crim,crazy,15
crim,shitless,5
crim,r.r.,15
crim,39-40,10
crim,stuff,20
crim,truck,280
crim,fingering,5
crim,autopsy,20
crim,transported,45
crim,undercover,540
crim,posing,50
crim,fellow,30
crim,prisoner,60
crim,guys,70
crim,trashed,5
crim,prompting,25
crim,wrongdoing,45
crim,hypothesized,5
crim,grassy,10
crim,developing,40
crim,routes,30
crim,rested,45
crim,intoxication,475
crim,intentionally,290
crim,experts,140
crim,bridging,10
crim,tissue,20
crim,fibres,5
crim,mouth,35
crim,characterize,35
crim,laceration,10
crim,tearing,10
crim,soft,10
crim,blunt,30
crim,insertion,15
crim,extreme,145
crim,considerable,150
crim,78-79,5
crim,hurt,30
crim,toxicology,15
crim,showing,205
crim,concentration,265
crim,drive,325
crim,theorized,5
crim,lying,145
crim,bloodstain,25
crim,analyst,105
crim,bloodstains,20
crim,carpet,30
crim,betrayed,20
crim,consciousness,40
crim,belied,25
crim,mirroring,5
crim,nutrition,5
crim,alcoholism,10
crim,moderately,10
crim,intoxicated,110
crim,video,360
crim,walking,30
crim,hallway,40
crim,evident,70
crim,naked,5
crim,ibid,110
crim,stressed,70
crim,ibid.,375
crim,antithetical,30
crim,virtually,145
crim,string,25
crim,shock,65
crim,employer,10
crim,suspicious,30
crim,spoke,65
crim,deliberation,25
crim,12-13,5
crim,weave,5
crim,issue-by-issue,5
crim,jurisdictions,120
crim,645-46,5
crim,double,70
crim,securing,50
crim,33-34,20
crim,895-96,5
crim,ouble,5
crim,puts,90
crim,875-77,10
crim,passive,30
crim,inadvertence,20
crim,waive,55
crim,untainted,5
crim,materially,85
crim,accuracy,350
crim,343-44,20
crim,stem,40
crim,avert,20
crim,realistically,65
crim,differed,40
crim,crystallizes,15
crim,prepare,65
crim,orally,155
crim,audi,10
crim,alteram,10
crim,partem,10
crim,overstep,5
crim,third-party,35
crim,prosecutors,50
crim,widen,25
crim,enforce,30
crim,functional,130
crim,adherence,50
crim,formula,85
crim,stopping,25
crim,abetted,50
crim,stewart,90
crim,7:400.10,5
crim,blacken,5
crim,package,75
crim,decency,110
crim,discrimination,30
crim,tabled,5
crim,debunk,5
crim,laudable,5
crim,abolishing,10
crim,sexist,5
crim,oversho,5
crim,presentation,70
crim,wake,35
crim,suite,15
crim,reforms,20
crim,605-6,10
crim,backed,25
crim,survived,25
crim,three-fold,10
crim,mirrors,10
crim,salient,10
crim,compellable,40
crim,stone,20
crim,reopen,20
crim,contradicts,15
crim,renewed,30
crim,unedited,5
crim,waived,35
crim,tactical,195
crim,advantage,190
crim,refrain,95
crim,convey,90
crim,meanings,65
crim,formulations,5
crim,drafts,10
crim,surely,80
crim,particularize,5
crim,particularized,5
crim,relational,10
crim,predicate,100
crim,stresses,30
crim,sift,5
crim,633-36,5
crim,flooded,5
crim,cloak,20
crim,immunity,30
crim,camera,155
crim,advantageous,40
crim,shielded,5
crim,illegitimate,15
crim,unwise,25
crim,adrift,5
crim,plays,110
crim,touch,70
crim,wilfully,75
crim,blind,190
crim,freely,20
crim,abstract,65
crim,qualities,45
crim,birth,435
crim,diseases,35
crim,testifies,35
crim,accepts,85
crim,revocation,5
crim,43-44,5
crim,principal,275
crim,communicative,5
crim,totality,220
crim,strezos,20
crim,mcwilliams,10
crim,§16:20.50.30,10
crim,expectations,365
crim,shaping,5
crim,american,45
crim,scholar,5
crim,negotiations,35
crim,customs,170
crim,slip,15
crim,42-43,20
crim,3:600.30.10,5
crim,consent-related,5
crim,specious,10
crim,silence,395
crim,passivity,20
crim,44-48,5
crim,negating,30
crim,places,230
crim,self-induced,150
crim,recklessness,60
crim,wilful,190
crim,blindness,50
crim,aggravated,225
crim,underdeveloped,5
crim,academic,50
crim,commentators,65
crim,clarity,120
crim,precondition,160
crim,dimensions,30
crim,reasonableness,220
crim,roach,115
crim,492-93,5
crim,analogous,20
crim,150.1,65
crim,comprise,10
crim,huge,5
crim,1094,15
crim,replaces,10
crim,inappropriately,10
crim,criminalize,80
crim,self-serving,10
crim,misogynist,5
crim,thread,20
crim,running,70
crim,rejects,35
crim,idea,115
crim,unhelpful,15
crim,obscure,5
crim,supplementing,5
crim,m.l.,5
crim,perverse,5
crim,recklessly,115
crim,knowingly,135
crim,acute,25
crim,semi-conscious,5
crim,elevated,40
crim,invasive,40
crim,ascertaining,25
crim,unfamiliar,10
crim,miscommunications,5
crim,misunderstandings,5
crim,approaching,40
crim,reaffirms,10
crim,ambiguity,155
crim,155-56,10
crim,conceptual,25
crim,transaction,60
crim,supposedly,25
crim,viii,130
crim,perceptions,30
crim,verbal,85
crim,non-verbal,35
crim,misunderstanding,20
crim,misperception,10
crim,shelter,20
crim,notions,55
crim,haunted,5
crim,consenting.,5
crim,11-12,10
crim,22-23,20
crim,keeps,20
crim,defective,25
crim,ignored,60
crim,relegated,10
crim,197-98,5
crim,198-99,5
crim,206-7,5
crim,gospel,5
crim,veracity,55
crim,cite,10
crim,forceful,20
crim,lethal,10
crim,ulterior,85
crim,831-35,5
crim,837-38,5
crim,poles,5
crim,deserves,40
crim,persuade,25
crim,164-65,10
crim,one-sided,5
crim,accede,20
crim,defer,45
crim,discretionary,130
crim,undue,90
crim,animus,45
crim,objectifying,5
crim,dehumanizing,5
crim,gratification,30
crim,entertained,5
crim,motived,5
crim,discover,30
crim,injuries,365
crim,accidental,60
crim,148-49,10
crim,mainly,40
crim,impermissibly,55
crim,confined,115
crim,blessing,5
crim,worked,60
crim,conference,60
crim,understatement,5
crim,target,175
crim,crystallized,5
crim,reply,20
crim,supplementary,15
crim,entertain,10
crim,skeptical,5
crim,impugn,15
crim,explanations,245
crim,untruthful,45
crim,irreparably,20
crim,borne,95
crim,endlessly,10
crim,dissected,10
crim,minute,65
crim,criticism,40
crim,after-the,5
crim,passages,70
crim,indirect,70
crim,inferring,35
crim,170-71,5
crim,imperfectly,5
crim,approved,390
crim,helped,40
crim,shape,20
crim,glaring,25
crim,imperfect,20
crim,rectified,5
crim,tainting,5
crim,cobble,5
crim,unstated,10
crim,individually,50
crim,straight,65
crim,reversing,25
crim,knife,120
crim,stretch,10
crim,injure,35
crim,casting,25
crim,starkly,5
crim,battle,25
crim,spilling,5
crim,sake,30
crim,instructing,155
crim,inexorably,15
crim,racist,15
crim,propriety,55
crim,seep,5
crim,juror,600
crim,gaps,105
crim,wondering,5
crim,resorting,25
crim,oath,265
crim,unbiased,15
crim,reminded,35
crim,promise,410
crim,feel,70
crim,140-41,10
crim,panacea,10
crim,layer,20
crim,195-204,5
crim,quick,20
crim,fostering,15
crim,ages,40
crim,institution,150
crim,firmly,40
crim,692-93,5
crim,reflection,30
crim,well-earned,5
crim,centuries,60
crim,commonwealth,5
crim,erode,30
crim,bedrock,10
crim,peril,5
crim,dispose,55
crim,remarks,130
crim,vitiated,135
crim,xiii,5
crim,106-8,15
crim,24-25,25
crim,pathway,10
crim,reach,245
crim,firm,35
crim,accidentally,55
crim,excused,35
crim,allegedly,90
crim,criminally,85
crim,unintentional,15
crim,unexpected,35
crim,occurrence,280
crim,produces,15
crim,unintentionally,35
crim,product,140
crim,191-93,5
crim,respects,115
crim,volitional,5
crim,everyday,30
crim,parlance,10
crim,nuances,5
crim,mishap,10
crim,untoward,5
crim,ewaschuk,5
crim,pleadings,5
crim,21:0010,5
crim,involuntary,150
crim,non-volitional,5
crim,scenario,55
crim,classic,25
crim,foresight,75
crim,killing,250
crim,chance,170
crim,volition,5
crim,negates,30
crim,non-trivial,10
crim,vitiate,145
crim,looking,170
crim,ahead,15
crim,confusion,120
crim,voluntariness,170
crim,negation,10
crim,so-called,65
crim,standpoint,15
crim,empanelled,5
crim,tasks,15
crim,weighty,10
crim,patience,5
crim,naïve,10
crim,sympathies,5
crim,openly,40
crim,elusive,20
crim,corrosive,10
crim,erase,35
crim,underestimate,5
crim,insidious,10
crim,stereotyping,20
crim,underlies,35
crim,disposal,25
crim,directions,110
crim,impartially,15
crim,exposing,160
crim,discharge,35
crim,lurk,5
crim,surface,20
crim,head-on,10
crim,cultural,15
crim,vacuum,25
crim,colonialism,5
crim,painful,10
crim,59-60,10
crim,hurtful,5
crim,worthiness,5
crim,experienced,195
crim,overtly,15
crim,culturally,5
crim,reconciliation,35
crim,much-needed,5
crim,magic,5
crim,preferably,20
crim,consulted,15
crim,colonization,5
crim,promises,95
crim,canadians,45
crim,humanity,10
crim,befalls,5
crim,norm,35
crim,emphasizing,65
crim,perfect,40
crim,ridding,5
crim,biographical,5
crim,heritage,5
crim,ethnicity,10
crim,descriptors,10
crim,prompted,40
crim,preferable,65
crim,somehow,50
crim,overstepped,5
crim,re-emphasize,15
crim,admirable,5
crim,mattered,5
crim,valued,35
crim,slightest,40
crim,deliver,55
crim,functions,55
crim,portrayed,5
crim,image,95
crim,permeated,10
crim,deliberations,85
crim,compartmentalize,10
crim,partially,50
crim,ignores,40
crim,resist,45
crim,attract,85
crim,unobstructed,5
crim,gash,5
crim,hired,20
crim,killed,305
crim,foreseen,25
crim,willingly,35
crim,thrust,20
crim,vigorously,15
crim,attempted,600
crim,scene,195
crim,stories,35
crim,re-trial,25
crim,cascade,5
crim,unfiltered,10
crim,integrated,5
crim,uphold,135
crim,re-tried,15
crim,comprehensively,10
crim,predominantly,20
crim,twenty,5
crim,temper,15
crim,prejudiced,35
crim,devastatingly,5
crim,contaminated,10
crim,necessitated,30
crim,base,85
crim,amplified,10
crim,portrait,15
crim,painted,10
crim,premises,100
crim,studies,30
crim,raping,10
crim,chaste,10
crim,assaulting,90
crim,warned,115
crim,intrinsically,10
crim,661-65,5
crim,communic.,5
crim,undisputed,95
crim,sex-trade,10
crim,peoples,15
crim,compellingly,5
crim,labelled,5
crim,eroding,5
crim,partiality,135
crim,preconceptions,5
crim,insult,150
crim,wake-up,5
crim,attentive,15
crim,pervasive,10
crim,obstructed,5
crim,subconscious,5
crim,inflammatory,30
crim,terminology,30
crim,gratuitously,5
crim,corrective,10
crim,verdicts,155
